ID;extracted_text
485;"A Q&A ON NUCLEAR POLITICS; PROPOSALS, LIKE WEAPONS, ARE ALSO PROLIFERATING

ALTHOUGH the United States and the Soviet Union have apparently made little progress in arms control negotiations, there has been no shortage of ideas and theories for and against different proposals offered by the two sides. What follows is a discussion of some of the arguments."
6989;"North Korea Shows Video of Atom Site

Partly lifting the veil of strict secrecy from its mysterious nuclear projects, North Korea suddenly broadcast a videotape today showing what it described as a series of conventional nuclear power plants, on the same site that the United States maintains is the core of a huge weapons complex. The release came just hours before the beginning of an elaborate 80th birthday celebration for North Korea's hard-line Communist leader, Kim Il Sung."
11383;To the outside world, the administration seems divided over whether to promote the overthrow of Iran's Islamic Republic -- perhaps by force -- or to tacitly support the approach embraced by the Europeans, which favors negotiations and a series of incentives that would ultimately require American participation. ''You need to get everybody to read from the same page, the Europeans and the Americans,'' said Mohamed ElBaradei, head of the International Atomic Energy Agency, in an interview in Davos on Friday. ''This is not a process that is going to be solved by the Europeans alone,'' he added.
5694;"Leaving Iran's Nuclear Past a Mystery

VIENNA -- The Iranian nuclear crisis began a decade ago when Tehran's leaders refused to answer questions from international inspectors about evidence that a secret team of scientists, working in a complex organization that sprawled across military and university laboratories, were experimenting with the technology to build a nuclear weapon. Ten years of standoffs, sanctions, cyberattacks and negotiations followed."
1118;"America Needs France's Atomic Anne

It's not often that I find myself recommending a French state-owned industry as the answer to major U.S. problems, but I guess there's an exception to every rule. In this case the exception is the French nuclear energy company Areva, which provides about 80 percent of the country's electricity from 58 nuclear power plants, is building a new generation of reactor that will come on line at Flamanville in 2012, and is exporting its expertise to countries from China to the United Arab Emirates. Contrast that with the United States, where just 20 percent of electricity comes from nuclear plants, no commercial reactor has come on line since 1996, no new reactor has been ordered for decades, and debate about nuclear power remains paralyzing despite its clean-air electricity generation in the age of global warming. Areva is headed by Anne Lauvergeon, a brilliant product of France's top schools."
3986;"Hiroshima and History

To the Editor:
A mere catalogue of heretofore unknown horrors in the development of nuclear weapons - specific facts disclosed for the first time in my book, ''Day One: Before Hiroshima and After'' - would be far too long for this space. But in fairness to your readers, permit me to mention a few of these additions to history that remained studiedly ignored in Nathan Reingold's review (Nov. 18)."
5937;"Man in the News: Avul Pakir Jainulabdeen Abdul Kalam; Self-Made Bomb Maker

Among the Indian scientists who successfully detonated five nuclear tests in the northwestern desert last week, none seemed more visibly delighted by the acclaim waiting in New Delhi than Dr. A. P. J. Abdul Kalam. An impish, shaggy-haired bachelor, Dr. Kalam is widely regarded as the central figure in India's drive to join the small club of nuclear-armed nations. Dr. Kalam, 66, has never hidden the passion for a powerful India that has driven him since he was growing up in a poor family on the coast of Tamil Nadu."
5901;"MUSIC REVIEW; Reich Evokes a Nuclear Holocaust

This season's new-music adventures at Miller Theater came to an end on Thursday evening with a program devoted to two of Steve Reich's big works of the 1980's, ""Tehillim"" (1981) and ""The Desert Music"" (1984, in a revised edition from this year). The performers were Ossia and Alarm Will Sound, two energetic ensembles from the Eastman School of Music that joined forces in both works and were conducted by Alan Pierson."
8305;"Review/Television; Iran and the A-Bomb: Fears Despite Denials

Iran already ranks high on the ever-lengthening list of countries whose prospective possession of a nuclear bomb sends a chill along the global spine, and tonight's ""Frontline"" report will do nothing to stop the shivers. The picture that emerges from ""Iran and the Bomb"" is of a Government bent on acquiring the ingredients of a nuclear weapon even as it makes peaceful overtures to the West. The technique is to buy a reactor here, some fuel there and other elements anywhere they can be found in the international arms bazaar."
443;Why is a light ray so fast and a whisper so slow? Why are atoms so tiny and stars so big? Why is the universe so old?
5879;"MOSCOW NOW SEES CHERNOBYL'S PERIL LASTING FOR YEARS; PLANS BADLY HURT

The Chernobyl disaster did serious harm to the Soviet nuclear power program and has forced a review of the location and size of atomic generating plants, a Government official said today. Some nuclear stations are near big cities, and a four-reactor station similar to the Chernobyl plant is situated not far from Leningrad. Nuclear central steam plants are under construction in the suburbs of other cities. The official, Andronik M. Petrosyants, who is chairman of the State Committee for the Peaceful Uses of Atomic Energy, said at a news conference that the Chernobyl accident ''hurt the nuclear program badly.'' Report Sent to Vienna Agency
The news conference was called to discuss a report on the accident that has been submitted to the International Atomic Energy Agency in Vienna. The report, which has become available abroad but was not distributed here, did not deal with the issue of whether the accident had set back the nuclear power program and had forced a basic review of siting policies. In assessing the causes of the Chernobyl accident, the report mentioned some reactor design flaws, but attributed the disaster mainly to six operator errors."
10899;"U.S. Delays New Mexico Waste Site's Opening

Faces with a lawsuit and growing political opposition in New Mexico, the United States Department of Energy today postponed at least until the end of November the opening of the nation's first permanent nuclear waste repository. The postponement came one day before the first truckload of waste was to leave a Government nuclear weapons plant in Idaho and head south to Carlsbad, N.M., the site of the repository, the Waste Isolation Pilot Plant. The decision was made after a lawsuit was filed today in Federal District Court in Washington by Tom Udall, New Mexico's Attorney General, seeking a court order to halt its opening."
6197;"But the new study found that there was no evident benefit in taking AZT early. A1
 
U.N. TO PRESS NORTH KOREA
The International Atomic Energy Agency declared that North Korea had violated its obligations to open its suspected nuclear weapons sites to inspections. For the first time, the agency asked the United Nations Security Council to enforce the provisions of international agreements intended to limit the spread of nuclear arms. A2
 
HARSH LIFE FOR BOSNIA YOUNG
Bosnian children had no worries before the war, refugees say, and now they make up a large part of the refugee flood."
9972;"The 1991 Budget: Nuclear Weapons; Administration Plans No Money for Plutonium Processing Plant

The Bush Administration has notified Idaho lawmakers that it will not provide money in next year's budget to build a plutonium processing plant that was once the centerpiece of the Energy Department's plan to rebuild its deteriorating nuclear weapons industry. The plant, using advanced lasers to purify plutonium for bombs, was to have been the first new nuclear weapons manufacturing plant since a military nuclear reactor was completed in 1963 at the Hanford Reservation in Washington State. Government plans call for its construction at the Idaho National Engineering Laboratory, a 890-square-mile Federal atomic reservation near Idaho Falls. The Government has spent $588 million on planning and research for the project, which was proposed in 1981."
5433;Dr. Greenstein's research was rich and broad. He measured the elemental makeup of stars, finding that they varied considerably, some rich in carbon, others heavier in other atoms. Working with physicists, he helped explain how nuclear reactions within stars could produce all of the naturally occurring elements. Dr. Greenstein also explained how the vibrations of electric and magnetic fields in light from distant stars, which point in random directions when they are emitted, become partly lined up by the time they reach Earth.
11516;If the scribes listen very closely, they can sometimes hear a nuance dropping. For example, there was the Taiwan press's remarkable report in March of a nuclear scientist who had defected to the United States. Like other dispatches from around the world, the Taiwanese reports were translated and made available to the public and press by the Foreign Broadcast Information Service.
11681;"Washington; SUMMITRY AND THE BOMB (2)

When the leaders of the major industrial nations meet in Ottawa on July 20-21, President Reagan will be asked some hard questions about United States policy on the export of nuclear knowledge and materials to other countries. For while Washington, long before the days of Reagan, has talked more about the dangerous spread of nuclear weapons than any other capital in the world, it has been the principal exporter of nuclear information ''for peaceful purposes,'' without having any effective policy for keeping its information and nuclear materials from being used in secret to produce atomic weapons. As The Wall Street Journal pointed out the other day, the United States supplies nearly all the noncommunist world's highly enriched uranium for power plants."
3481;-- everyone turns to wearing pelts, carrying torches and cannibalism.) The cause of the ''Afterworld'' calamity seems to be atomic, as a Japanese sage tells the hypersquare ad guy, Russell Shoemaker, that the phenomena in burnt-out New York remind him of Hiroshima. Shoemaker will spend the balance of the 130-episode series on a vision quest, crossing the country using bootlegged transportation, in an effort to find his wife and child, dead or alive, in Seattle.
10749;The United Nations cease-fire resolutions ending the Persian Gulf war required Iraq to give up all of its weapons of mass destruction. An Iraqi team was at the International Atomic Energy Commission in Vienna today to discuss demolition of installations at Al Atheer nuclear plant outside Baghdad. The plant had escaped damage in allied attacks during the gulf war last year.
3651;American diplomats, for their part, stressed that their military forces continued to enjoy a remarkable degree of patience and even support, given the undisputed enormity of West Germany's military burden. #900,000 NATO Troops More than 900,000 soldiers from seven different countries - about 250,000 of them American - armed with 10,000 tanks, 1,600 jet fighters, 1,600 helicopters, plus large arsenals of chemical, nuclear and other weapons fill hundreds of bases and depots across the densely populated lands. Their maneuvers cause millions of dollars in damage annualy to land and roads and their jets scream past regularly at tree-top level.
11917;"With Issues to Resolve, Bush Welcomes Putin to Camp David

President Bush welcomed President Vladimir V. Putin of Russia to Camp David today for another meeting intended to show the two as problem-solvers who work best in informal settings, even as they appear still divided on Iraq and on Russia's continued insistence that its sales of nuclear technology to Iran are benign. The meeting came during a week when the International Atomic Energy Agency has found new evidence that Iran is enriching uranium. Mr. Putin, who expressed doubts two years ago that Iran was seeking nuclear weapons, has begun to concede that Tehran may be doing exactly that -- even while denying that Russian technology is contributing to the effort. For two years now, Mr. Bush has been raising the issue, and for two years White House officials have insisted that they are making progress, without much noticeable change in the Russian position."
11334;The account was supported by local residents reached by telephone in recent days. North of the dam, speculation continued to swirl around Russian intentions at the Zaporizhzhia Nuclear Power Plant, which has been occupied by Russian forces since early in the war, and where Ukrainian intelligence has estimated that at least 500 Russian soldiers are garrisoned. Rafael Mariano Grossi, the head of the International Atomic Energy Agency, said at a news conference in Rome on Friday that the agency was “almost there” in brokering a deal for Russian troops to pull out of the plant and to create a demilitarized zone around the facility, which has been at the center of frequent shelling. “We have a proposal on the table which, simply put, is aiming to stop the folly of bombing the largest nuclear power plant in Europe,” he said. Although the Kremlin has pushed back on Ukrainian suggestions that its forces were preparing to leave the nuclear plant, Alexei Likhachev, the head of Russia’s nuclear energy agency, confirmed that negotiations were continuing with the International Atomic Energy Agency, the United Nations’ nuclear watchdog group.
10866;"U.S. CITES PAKISTANI PLEDGE NOT TO MAKE ATOM ARMS

Pakistan has given the Reagan Administration ''absolute assurances'' that it is neither developing nor planning to develop nuclear weapons, Under Secretary of State James L. Buckley said today. ''I was assured by the ministers and by the President himself that it was not the intention of the Pakistan Government to develop nuclear weapons,'' he told a Senate Government Affairs subcommittee. Mr. Buckley added that Pakistan, which has not signed a 1968 treaty to curb the spread of nuclear weapons technology, had made no promise not to seek a weapons-making ability or nuclear explosions such as one by India in 1974. ''One has to make a distinction between the nuclear option and nuclear weapon,'' he told the Senate panel. Pakistan vows to Reagan Administration that it is neither developing nor planning to develop nuclear weapons$3 Billion Aid Accord Reached
Mr. Buckley's testimony was in the context of the United States' policy on the nuclear spread, now under review. At the end of a visit Mr. Buckley made to Pakistan earlier this month, the two sides announced a $3 billion aid package, including the supply of advanced F-16 fighter planes."
11819;"White House Hails Action By Pakistani On Atom Sales

The White House praised President Pervez Musharraf of Pakistan on Thursday for breaking up what now appears to have been one of the world's largest nuclear proliferation networks, and made little mention of his decision to pardon Abdul Qadeer Khan, the scientist at its center, and terminate any investigations into whether the military was involved. In a reflection of how far the administration is going to bolster General Musharraf, the White House spokesman, Scott McClellan, declined to answer questions from reporters traveling here with President Bush about whether the United States would now press Pakistan to sign the nuclear nonproliferation treaty. In the past few months, the White House has issued stern warnings that Libya and Iran must fully comply with the treaty -- including allowing highly intrusive inspections by international inspectors -- and demanded that North Korea rejoin the treaty, which it renounced last year."
7110;"Nuclear Commission Fines Pennsylvania Utility

The Philadelphia Electric Company has paid the Nuclear Regulatory Commission $50,000 for illegally dismissing a worker who was exposed to radioactive gas at its Peach Bottom Atomic Power Station. The worker, George A."
12133;The group said it was granting the prisoners amnesty to mark the Lighting Festival, a three-day holiday that begins today. North Korea launched a ballistic missile off its east coast this morning, just hours after special envoys on North Korea met in Washington, D.C., to discuss how to deal with the isolated country’s nuclear capabilities. The Chinese economy increased by 4.9 percent in the third quarter, markedly slower than the 7.9 percent increase in the second quarter.
3292;"FOR L.I. ATOM LAB'S WORKERS, A DEATH WATCH FOR A DREAM

For five years, Marty Woodle has carried a small loose-leaf notebook, scribbling down ideas as he went about his job at the Brookhaven National Laboratory. Today, he crossed out almost everything in the notebook."
2069;"CLINTON APPROVES A PLAN TO GIVE AID TO NORTH KOREANS

President Clinton approved a plan today to arrange more than $4 billion in energy aid to North Korea during the next decade in return for a commitment from the country's hard-line Communist leadership to freeze and gradually dismantle its nuclear weapons development program. ""This agreement will help achieve a longstanding and vital American objective -- an end to the threat of nuclear proliferation on the Korean Peninsula,"" Mr. Clinton said this afternoon, after his top foreign policy advisers described the details of an enormously complex agreement struck with North Korea late Monday. American and North Korean officials plan to sign the broad accord on Friday, and almost immediately the United States will begin a remarkable new foreign aid program: it will provide for the North, with which it has never signed a peace treaty ending the Korean War, supplies of heavy oil to keep factories running and homes heated."
6328;"NEWS SUMMARY

INTERNATIONAL   A3-5
 
Serb Forces Bombard Villages in Kosovo
Hundreds of Serb police officers pounded villages in Kosovo Province with mortar rounds, set fire to homes and appeared to shoot at men indiscriminately in a sweep to stamp out ethnic Albanian separatist rebels, according to people who fled. A3
Russia to Sell Reactors to Iran
Russia's Atomic Energy Ministry said that it planned to sell several more nuclear reactors to Iran, a rebuff to the United States. Ukraine, meanwhile, withdrew from the Russian program to build a reactor in Iran."
1316;"At Argonne Lab, a Shift From Radioactivity to Supercomputers - Correction Appended

Argonne National Laboratory, the nuclear research facility in the Chicago suburbs that midwifed the atomic bomb, is ending its use of highly radioactive materials -- much to the relief of its neighbors -- in favor of supercomputers that will allow it to pursue a broader palate of scientific research. Argonne hopes to lure more federal dollars to help its scientists develop technologies that could support innovations in energy conservation and other fields."
11720;"West Knew of North Korea Nuclear Development

Several weeks ago, international inspectors showed North Korean officials American surveillance photographs and chemical evidence laying bare an elaborate effort to deceive the inspectors about how much nuclear-bomb fuel the country has produced. That was their last encounter before North Korea's surprise announcement today that it would become the first country to pull out of the Nuclear Nonproliferation Treaty. The evidence, several diplomatic officials here said, made it clear that investigators knew that North Korea has produced plutonium from its nuclear wastes for at least three years beginning in 1989, enough time to generate enough of the material to produce one or more nuclear weapons. ""They realized that it was only a matter of time before their huge investment in this project would be shut down,"" one American official said today."
11548;The explosion in the Florida skies should make us wonder. Mr. Reagan's Strategic Defense Initiative, or ''Star Wars'' policy, depends on the assumption that we might create, maybe in the next century long after he's gone, a shield that would defend the United States from hostile nuclear attack. But that assumes there will be no accidents, that maybe this defense system would work 96 percent of the time, as a High Frontier report suggests.
4193;India quickly blamed Pakistan and two Islamic groups operating openly there for the Dec. 13 assault. Western diplomats say the troop mobilizations now are the largest they have seen in more than a decade between the two nuclear adversaries, which have waged hot and cold wars for the last half century. Both nations say they are reacting defensively to each other's buildups and have every hope that strenuous efforts to resolve their differences through diplomacy will succeed.
10870;"U.S. CONSULTS IRAQIS ON ISRAELI RAID

The United States has met with Iraq to seek a compromise that would condemn Israel's June 7 raid on Iraq's nuclear reactor but not demand an arms embargo against the Israelis. Jeane J. Kirkpatrick, the American chief delegate, and Saadun Hamadi, Foreign Minister of Iraq, have been consulting away from the Security Council, where a debate on the raid is under way."
1666;"BUSINESS TECHNOLOGY; Withstanding 3,000-Degree Heat

An exotic carbon material that has enormous structural strength and can withstand temperatures as high as 3,000 degrees Fahrenheit is being considered for use in such things as nuclear waste containers, laser shields in space weapons systems and even replacements for human bones. The material, known as a carbon-carbon composite, is being used here by the B.F. Goodrich Company to fabricate wheel brakes for advanced airliners, like the Boeing Company's 747-400."
6036;"Mohammad Zia ul-Haq: Unbending Commander for Era of Atom and Islam

Mohammad Zia ul-Haq constantly promised democracy without ever really giving it during the 11 years he ruled Pakistan. General Zia, who took power in a coup as his fractious nation deteriorated into fierce rioting, later refused to stop the execution of the man he overthrew, Zulfikar Ali Bhutto, despite protests from leaders around the world."
7301;"Among the laureates are Saul Bellow, the novelist, and Milton Friedman, the conservative economist, whose teachings influenced not only his colleagues but also influential scholars at the university's law school, like Edward H. Levi, who served as attorney general in the Ford administration. Beneath the Stagg Field grandstands, Enrico Fermi and his co-workers achieved the first controlled, self-sustaining nuclear reaction on Dec. 2, 1942, the most important step in developing the atomic bomb. The site is marked with a massive bronze by Henry Moore, ""Nuclear Energy."" In the Loop
Frank Lloyd Wright's prototypical Prairie Style building, the Robie House, stands nearby, echoing the horizontality of the plains in its strip windows, the deep overhang of its eaves and even in the proportions of his trademark Roman bricks, very long and very skinny."
6891;"Nominee for Energy Post Is Accused of Lying

Two former Government investigators testified today that Victor Stello Jr., President Bush's choice to head the nation's nuclear weapons industry, lied to them in an investigation of the Three Mile Island nuclear accident. One of the investigators, Julian Greenspun, formerly of the Justice Department, also told the Senate Armed Services Committee that Mr. Stello had been ''a total bully'' when he headed the staff of the Nuclear Regulatory Commission. Both Mr. Greenspun and John Sinclair, a former N.R.C."
12198;The airstrikes underscored how many conflicting currents Mr. Biden faces as he attempts to fashion a coherent Iran policy. Those include pressures from Congress, from Israel and from Arab allies who worry about his determination to get back into the Iran nuclear accord, and now from a new leader in Tehran, Ebrahim Raisi, the incoming hard-liner who was elected president two weeks ago. He will be inaugurated in August.
8368;Rockets strike near spent-fuel storage at an occupied nuclear site. Ukraine and Russia blame each other.
11048;"U.S. Plans More Sea Exercises On Halting Illegal ArmsTrade

The Bush administration, stepping up pressure on North Korea and Iran on the issue of nuclear programs, announced today that the United States and other nations would carry out 10 joint military exercises in coming months to train for the interception of shipments to and from nations suspected of having illegal arms programs. The first exercise -- scheduled for the Coral Sea off Australia this weekend, with Britain, Japan and Australia taking part -- was disclosed over the summer."
8927;''While we belonged to different political parties, Scott Matheson never let politics get in the way of doing what was right for the people of Utah,'' he said. As Governor, Mr. Matheson successfully opposed placement of the MX missile system in Utah's western desert and was an early campaigner against open-air testing of atomic weapons. His mother and several aunts, uncles and cousins had died of cancer, and he was particularly concerned about the effects of radiation on health.
8899;"Science and Secrecy

STALIN AND THE BOMB
The Soviet Union and Atomic Energy, 1939-1956. By David Holloway."
5820;That finding has now been challenged by physicists. Thomas A. Cahill, director of the Crocker Nuclear Laboratory at the Davis campus, and his associates have used a powerful cyclotron to fire a penetrating beam of protons through the Vinland Map, and have concluded from their experiment that the ink contains only trace amounts of titanium, amounts consistent with a genuine medieval document. ''In the light of these results, the prior interpretation that the map has been shown to be a 20th-century forgery must be re-evaluated,'' they reported in the journal Analytical Chemistry.
8364;"Robert Serber, 88, Physicist Who Aided Birth of A-Bomb - Correction Appended

Robert Serber, a theoretical physicist who was the intellectual midwife at the birth of the atomic bomb and helped shape particle physics research for decades, died on Sunday at his home on the Upper West Side in Manhattan. He was 88."
2685;"Despite Sabotage, Iran's Top Leader Endorses Talks to Salvage Nuclear Deal

The declaration by Ayatollah Ali Khamenei appeared to put to rest any speculation that Iran would boycott or quit the Vienna talks aimed at saving the nuclear deal. Iran's top leader said Wednesday that his country would keep negotiating with world powers over how to salvage the 2015 nuclear deal, quashing speculation that Iran's delegation would boycott or quit participating in protest of the apparent Israeli sabotage of a major uranium enrichment site. The declaration by the top leader, Ayatollah Ali Khamenei, who has the last word on security matters in the country of 80 million, came three days after an explosive blast at the Natanz enrichment site plunged the heavily guarded facility into a blackout and disabled or destroyed hundreds of underground centrifuges used to process uranium into fuel."
6387;"Prime Minister Yasuhiro Nakasone said he had ordered the Bank of Japan to lower interest rates, in an effort to spur Japanese consumption, especially of foreign goods. Page A1
 
 News analysis: An accord to remove medium- and short-range nuclear missiles in Europe would have little battlefield impact on a war between NATO and the Warsaw Pact countries. A1
 
 Efforts to protect the ozone layer advanced as officials said a 31-country meeting had agreed in principle to freeze and ultimately reduce production and consumption of chloroflourocarbon chemicals."
1127;In the traditional fate of truly innovative ideas, it was at first rejected by Nature, a leading journal, but Dr. Lauterbur persuaded the editors to reverse their decision. His idea concerned a technique called nuclear magnetic resonance, or N.M.R., spectroscopy. In that process, molecules are entrained in a strong magnetic field and zapped with radio waves.
6437;"NORTH KOREANS UNVEIL NEW PLANT FOR NUCLEAR USE - Correction Appended

WASHINGTON -- North Korea showed a visiting American nuclear scientist earlier this month a vast new facility it secretly and rapidly built to enrich uranium, confronting the Obama administration with the prospect that the country is preparing to expand its nuclear arsenal or build a far more powerful type of atomic bomb. Whether the calculated revelation is a negotiating ploy by North Korea or a signal that it plans to accelerate its weapons program even as it goes through a perilous leadership change, it creates a new challenge for President Obama at a moment when his program for gradual, global nuclear disarmament appears imperiled at home and abroad. The administration hurriedly began to brief allies and lawmakers on Friday and Saturday -- and braced for an international debate over the repercussions."
8169;"Rate of Nuclear Thefts 'Disturbingly High,' Monitoring Chief Says

Mohamed ElBaradei, the chief of the International Atomic Energy Agency, said in a speech on Monday that the number of reports of nuclear or radioactive material stolen around the world last year was ''disturbingly high.'' Dr. ElBaradei, in his annual report to the General Assembly, said nearly 250 such thefts were reported in the year ending in June."
8091;"RICKOVER, FATHER OF NUCLEAR NAVY, DIES AT 86 - Correction Appended

Adm. Hyman G. Rickover, the crusty and outspoken naval officer who became the father of the nuclear Navy, died this morning at at his home in Arlington, Va. He was 86 years old."
11412;But now that uranium prices have increased tenfold, the government has a precious commodity -- and some tough questions -- on its hands. Furious lobbying has broken out over who should end up with the prize, which will eventually end up as nuclear reactor fuel after being run through an enrichment plant. And though the material's market value has been estimated at $750 million to $3 billion, one of the companies most vocal in making its case says it deserves the uranium -- without paying a cent for it.
999;"Across Iran, Nuclear Power Is a Matter of Pride

From nuclear negotiators to student dissidents, from bazaar merchants to turbaned mullahs, Iranians agree: the right to develop nuclear power is a point of national pride. ''For a country to have nuclear energy means that it has made progress in all other fields as well, so other countries have to respect its technology,'' said Nilufar, 29, a graduate student in energy management at the prestigious Sharif Industrial University. Nilufar, covered in black so only her face was showing, agreed to be interviewed on such a delicate topic only if her family name was not used."
4718;"Iran Crosses a Key Threshold: It Again Has Sufficient Fuel for a Bomb

So far, the evidence suggests that Iran’s recent actions are calculated to pressure the Trump administration and Europe rather than rushing for a bomb. WASHINGTON — Iran’s growing stockpile of nuclear fuel recently crossed a critical threshold, according to a report issued Tuesday by international inspectors: For the first time since President Trump abandoned the 2015 nuclear deal, Tehran appears to have enough enriched uranium to produce a single nuclear weapon, though it would take months or years to manufacture a warhead and deliver it over long distances. The International Atomic Energy Agency, which monitors nuclear capabilities and reports to the United Nations, also documented for the first time how Iran’s leadership blocked its inspectors from visiting three critical sites where there was evidence of past nuclear activity. The agency’s newly appointed director, Rafael Mariano Grossi, an Argentine diplomat who has spent most of his life working on nuclear issues, said it was urgent for “Iran immediately to cooperate fully with the agency” by allowing it access to the sites, and to answer additional questions “related to possible undeclared nuclear material and nuclear-related activities.”
In response, Iran said it rejected the agency’s new rounds of questions because it had been cleared of responsibility to answer for its nuclear past. Iran, the report quoted Tehran as saying, “will not recognize any allegation on past activities and does not consider itself obliged to respond to such allegations.”
Taken together, the findings and the demand for more intrusive inspections take the standoff between Washington and Tehran into new territory."
10621;"U.N. AIDES SAY IRAQ MAY BE CONCEALING NUCLEAR MATERIAL

United Nations officials said today that they had intelligence information indicating that Iraq has tried to mislead the United Nations by understating its nuclear weapons program and the amount of weapons-grade nuclear material it possesses. As a result, the special commission appointed by the Security Council to oversee the destruction or removal of Iraq's chemical and biological arms and its nuclear weapons materials has ordered its experts to make new inspections of undisclosed nuclear sites in Iraq next week. The inspections were ordered after the United States provided the commission with fresh intelligence from an Iraqi nuclear scientist who defected more than a week ago to American forces occupying an enclave in northern Iraq. Information From Defector
 In Washington, Government officials who follow the Iraqi nuclear program said the defector had reported that Iraq had eight primary sites for nuclear research and development, three of which were bombed extensively by the American-led military coalition in the Persian Gulf war. Most of the defector's reports remain unproven and will require additional investigation, the officials said."
7438;"Order on A-Plant Takeovers Causes Confusion in Government and Industry

An executive order directing the Nuclear Regulatory Commission to prepare plans to take control of civilian nuclear plants in the event of a national security emergency was greeted today by puzzlement and confusion in the Government and the nuclear industry. Neither the Department of Energy nor the N.R.C."
818;"AROUND THE WORLD; China Nuclear Accord Approved by the Senate

The Senate quietly voted approval today of a long-delayed nuclear cooperation agreement between the United States and China. The action means that American companies can sell China with materials and technology for an ambitious civilian nuclear power program. The agreement was initialed last year by President Reagan, during his trip to China."
1837;Homer's heroes dismounted from their chariots to fight on foot with spears, using their chariots for show.'' He documents that ''showing the flag'' - by chariot or nuclear aircraft carrier - had its antecedents in Homer. The author reaches back to ancient China to reveal how the economy of the marketplace was mobilized to gain military advantage.
5831;The fuse was effective against the German V-1 ''buzz bombs'' that were launched toward Britain at the end of the war. In 1945, when the Army made the details of the fuse public, its significance was compared with that of the atomic bomb. Dr. Tuve was made a Commander of the Order of the British Empire.
9081;And because the plant was built when detection systems were not required, the leak went unnoticed until discovered almost by chance when workers excavating around the pool noticed dampness in the surrounding dirt. The leak, which was found in September, has been the latest worry for local officials and nearby residents concerned about the Indian Point nuclear reactors. It comes on top of repeated failures in tests of the plant's sirens, which are meant to warn of an emergency.
7309;"OPPONENTS OF ATOM POWER PLANTS IN NORTHWEST SEEM TO BE WINNING

A plan to temporarily shelve two nuclear reactor projects in Washington State appears to be falling apart because of opposition in some of the public-power districts that took part in financing them, officials said today. The public utility districts, as utilities that furnish public power are called here in the Northwes t, were leading forces in raising about $2.5 billion for the Washington Public Power Supply System's Proj ects 4 and 5."
9828;Ultrasonic waves, for example, are beamed at the heart and their reflections provide doctors with a picture of that organ. Nuclear magnetic resonance (N.M.R.) operates at the molecular level.
12057;"World Leaders Strike Agreement With Iran to Curb Nuclear Ability and Lift Sanctions

VIENNA --  Iran and a group of six nations led by the United States reached a historic accord on Tuesday to significantly limit Tehran's nuclear ability for more than a decade in return for lifting international oil and financial sanctions. The deal culminates 20 months of negotiations on an agreement that President Obama had long sought as the biggest diplomatic achievement of his presidency."
11320;"In addition, the Morris County Medical Society and the county's Public Health Association have announced opposition to further uranium-related activity and at least two state legislators are introducing ''moratorium'' or ''banning'' bills in this fall's session. Uranium mine operations in New Jersey meet local opposition
This grass-roots opposition to the front end of the nuclear industry has its origins in fears about the health effects of mining, ore processing and mine-waste storage, which up to now have been limited almost entirely to sparsely populated desert areas of the Southwest. Such development is not out of the realm of possibility."
9494;"THE REGION; Lilco Loses Ruling On Shoreham Plan

An appeals board of the Nuclear Regulatory Commission today upheld a decision that the Long Island Lighting Company lacked the authority on its own to implement an emergency-response plan at the Shoreham nuclear power plant. Lilco drafted its own plan after Suffolk County and New York State refused to participate in emergency planning on the ground that no plan could insure the safe removal of residents in case of an accident."
10476;The scientists, at the University of Illinois, did not speculate just how hot the bubble became, but said they had managed to create a state of matter called plasma inside the bubble. In it, some of the electrons have been stripped off the atoms. ''This is the first definitive proof of the existence of a plasma'' during this kind of bubble implosion, said one of the scientists, Dr. Kenneth S. Suslick, a professor of chemistry at Illinois.
9680;One, which investigates for evidence that Iraq has biological and chemical weapons and long-range missiles that are prohibited, is based in New York and headed by Hans Blix. The inspectors who will hunt for signs of a nuclear weapons program are based in Vienna in the Iraq action team of the International Atomic Energy Agency, headed by Jacques Baute. Both team leaders have said they are ready to begin work in Iraq as soon as the logistical arrangements for their communications, transportation, laboratories and lodging there can be arranged.
2864;"The announcement last Friday that a coalition of Japanese and American scientists had found strong evidence that neutrinos undergo transformation from one type to another (and therefore have mass) also evokes comparisons with Buddhist traditions of dualism. Neutrino particles have been called ""ghostly"" because of their extraordinary ability to evade entrapment by the electromagnetic and ""strong"" nuclear forces, which affect most other particles. By contrast, a neutrino can easily zip through the entire earth without hindrance, although once in a great while a neutrino may bang into an electron orbiting an atom and send the electron careening away (where a man-made detector may spot it). It has been known for a decade that neutrinos come in three families."
